time,type,number,queueLength,totalPacketLoss
1059.08,0,537,4,0
1059.47,1,542,5,0
1060.1,1,543,6,0
1061.02,1,544,7,0
1061.31,1,545,8,0
1061.75,1,546,9,0
1061.81,0,538,8,0
1065.46,0,539,7,0
1066.09,0,540,6,0
1066.58,0,541,5,0
1067.22,0,542,4,0
1067.61,0,543,3,0
1068.34,0,544,2,0
1069.52,1,547,3,0
1069.75,0,545,2,0
1071.43,0,546,1,0
1071.71,0,547,0,0
1074.37,1,548,1,0
1074.41,1,549,2,0
1076.45,1,550,3,0
1076.48,0,548,2,0
1077.13,0,549,1,0
1077.27,1,551,2,0
1077.31,1,552,3,0
1077.44,0,550,2,0
1078.85,1,553,3,0
1080.58,0,551,2,0
1080.99,0,552,1,0
1081.05,0,553,0,0
1081.79,1,554,1,0
1083.36,0,554,0,0
1084.19,1,555,1,0
1084.94,0,555,0,0
1088.11,1,556,1,0
1088.66,0,556,0,0
1091.13,1,557,1,0
1092.36,1,558,2,0
1092.38,0,557,1,0
1092.53,0,558,0,0
1092.68,1,559,1,0
1095.63,0,559,0,0
1101.43,1,560,1,0
1102.33,1,561,2,0
1102.55,0,560,1,0
1102.86,0,561,0,0
1103.86,1,562,1,0
1104.83,0,562,0,0
1107.65,1,563,1,0
1108.29,1,564,2,0
1109.38,1,565,3,0
1109.38,0,563,2,0
1110.16,1,566,3,0
1110.4,0,564,2,0
1112.28,0,565,1,0
1112.48,1,567,2,0
1113.23,1,568,3,0
1113.4,0,566,2,0
1113.56,1,569,3,0
1113.86,0,567,2,0
1114.04,0,568,1,0
